RESULT_ID,STUDENT_ID,SCHEMA_ID,ALGORITHM_ID,VISUAL_FEEDBACK,GESTURES,BLOCKS,TEXT,TIME,TIMESTAMP,ORIGINAL_ALGORITHM,ARTEFACT_DIMENSION,ARTEFACT_TYPE,ARTEFACT_CATEGORY,LOG_TIME,ALGORITHM,COMPLETE,COLORED_CORRECTLY_old,COLORED_x,DOMAIN_x,CORRECT_old,COLORED_CORRECTLY,COLORED_y,DOMAIN_y,CORRECT,DOMAIN,TIME_DIFF
103,8,9,169,True,False,False,True,162.0,2023-03-29 09:44:25.932854,"go(c1),paint({red,green},:,zig-zag right up down),go(d1),paint({blue,yellow},:,zig-zag left down up),go(f3),paint({blue,red},:,down),go(f4),paint({green,yellow},:,down)",2.0,2 (PF),Visual programming interface + feedback,152.0,"go(c1),paint({red,green},:,zig-zag right up down),go(d1),paint({blue,yellow},:,zig-zag left down up),go(f3),paint({blue,red},:,down),go(f4),paint({green,yellow},:,down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
494,8,10,,,,,,,,,,,,,,False,,,,,,,,,virtual,
495,8,11,,,,,,,,,,,,,,False,,,,,,,,,virtual,
496,8,12,,,,,,,,,,,,,,False,,,,,,,,,virtual,
59,9,1,2,False,False,False,True,8.0,2023-03-29 09:26:51.619243,fill_empty(blue),3.0,3 (P),Visual programming interface,0.0,fill_empty(blue),True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,8.0
69,9,2,20,True,False,True,False,348.0,2023-03-29 09:32:42.098004,"go(f3),paint({blue},5,l down left),go(c1),paint({blue},5,l right down),go(f4),paint({yellow},5,l down right),go(a4),paint({yellow},5,l up right)",3.0,3 (P),Visual programming interface,318.0,"go(f3),paint({blue},5,l down left),go(c1),paint({blue},5,l right down),go(f4),paint({yellow},5,l down right),go(a4),paint({yellow},5,l up right)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,30.0
70,9,3,42,False,True,False,False,29.0,2023-03-29 09:33:12.361229,"go(c1),paint(yellow),go(d1),paint(yellow),go(a3),paint({yellow},6,up),go(c5),paint({yellow},2,up),go(d2),paint({red},2,down),go(a4),paint(red),go(a4),paint({red},6,up),go(c6),paint({red},2,up)",1.0,1 (G),Gesture-interface,22.0,"go(c1),paint(yellow),go(d1),paint(yellow),go(a3),paint({yellow},6,up),go(c5),paint({yellow},2,up),go(d2),paint({red},2,down),go(a4),paint(red),go(a4),paint({red},6,up),go(c6),paint({red},2,up)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,7.0
71,9,4,66,False,True,False,False,22.0,2023-03-29 09:33:36.453231,"go(c2),paint({red},2,up),go(c1),paint({yellow},2,up),go(a3),paint({blue},6,up),go(a4),paint({yellow},6,up),go(c5),paint({red},2,up),go(c6),paint({blue},2,up)",1.0,1 (G),Gesture-interface,15.0,"go(c2),paint({red},2,up),go(c1),paint({yellow},2,up),go(a3),paint({blue},6,up),go(a4),paint({yellow},6,up),go(c5),paint({red},2,up),go(c6),paint({blue},2,up)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,7.0
79,9,5,82,True,False,True,False,159.0,2023-03-29 09:36:17.014986,"go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d1),paint({},4,square up left down),go(d1),paint({red},4,square down right up),go(d5),paint({green},4,square down right up)",2.0,2 (PF),Visual programming interface + feedback,150.0,"go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d1),paint({red},4,square down right up),go(d5),paint({green},4,square down right up)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
81,9,6,105,False,True,False,False,29.0,2023-03-29 09:36:46.596078,"go(f1),go(c1),paint({yellow},5,l right down),go(a4),paint({red},5,l up right),go(d1),paint(blue),go(d2),paint(blue),go(d3),paint(blue),go(f3),paint(blue),go(f4),paint(green),go(e4),paint(green),go(d4),paint(green),go(d6),paint(green),go(d5),paint(green)",1.0,1 (G),Gesture-interface,16.0,"go(c1),paint({yellow},5,l right down),go(a4),paint({red},5,l up right),paint({blue},{d1,d2,d3,f3}),paint({green},{f4,e4,d4,d6}),go(d5),paint(green)",True,19.0,19.0,virtual,False,19.0,19.0,virtual,False,,13.0
95,9,7,130,True,True,False,False,270.0,2023-03-29 09:41:20.190679,"go(c1),paint({red},:,zig-zag right up down),go(d1),paint({yellow},6,zig-zag right down up),go(b3),mirror({paint({yellow,red},4,square right down left)},horizontal)",0.0,0 (GF),Gesture interface + feedback,261.0,"go(c1),paint({red},:,zig-zag right up down),go(d1),paint({yellow},6,zig-zag right down up),go(b3),mirror({paint({yellow,red},4,square right down left)},horizontal)",True,16.0,20.0,virtual,False,16.0,20.0,virtual,False,,9.0
113,9,8,151,True,False,False,True,220.0,2023-03-29 09:45:07.667748,"fill_empty(red),copy({paint(yellow)},{d1,d3,b3,d5,f3}),copy({paint(blue)},{e4,c2,c4,c6,a4})",2.0,2 (PF),Visual programming interface + feedback,177.0,"fill_empty(red),copy({paint(yellow)},{d1,d3,b3,d5,f3}),copy({paint(blue)},{e4,c2,c4,c6,a4})",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,43.0
116,9,9,170,True,True,False,False,30.0,2023-03-29 09:45:41.137082,"go(f4),paint(green),go(d4),paint(green),go(d2),paint(green),go(d6),paint(green),go(b4),paint(green),go(e4),paint(yellow)",0.0,0 (GF),Gesture interface + feedback,12.0,"go(f4),paint(green),go(d4),paint(green),go(d2),paint(green),go(d6),paint(green),go(b4),paint(green),go(e4),paint(yellow)",True,6.0,6.0,virtual,False,6.0,6.0,virtual,False,,18.0
497,9,10,,,,,,,,,,,,,,False,,,,,,,,,virtual,
498,9,11,,,,,,,,,,,,,,False,,,,,,,,,virtual,
499,9,12,,,,,,,,,,,,,,False,,,,,,,,,virtual,
63,10,1,3,True,False,False,True,53.0,2023-03-29 09:28:49.894233,"go(c1),paint(blue),go(c1)",3.0,3 (P),Visual programming interface,22.0,"go(c1),paint(blue),go(c1)",True,1.0,1.0,virtual,False,1.0,1.0,virtual,False,,31.0
65,10,2,18,True,False,False,True,105.0,2023-03-29 09:30:35.634986,"go(c1),paint(yellow),go(1 right),go(a1)",2.0,2 (PF),Visual programming interface + feedback,89.0,"go(c1),paint(yellow),go(c1),go(1 left)",True,0.0,1.0,virtual,False,0.0,1.0,virtual,False,,16.0
88,10,3,43,True,False,False,True,492.0,2023-03-29 09:38:48.758434,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",2.0,2 (PF),Visual programming interface + feedback,485.0,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,7.0
94,10,4,64,True,False,False,True,141.0,2023-03-29 09:41:16.294994,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down)",2.0,2 (PF),Visual programming interface + feedback,131.0,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
97,10,5,85,True,False,False,True,33.0,2023-03-29 09:41:51.921034,"go(d1),paint({red},2,down)",2.0,2 (PF),Visual programming interface + feedback,24.0,"go(d1),paint({red},2,down)",True,2.0,2.0,virtual,False,2.0,2.0,virtual,False,,9.0
500,10,6,,,,,,,,,,,,,,False,,,,,,,,,virtual,
104,10,7,131,True,False,False,True,61.0,2023-03-29 09:44:29.872412,"go(d1),paint({yellow,red},2,down),go(d2),paint({yellow,red},2,down)",3.0,3 (P),Visual programming interface,42.0,"go(d1),paint({yellow,red},2,down),go(d2),paint({yellow,red},2,down)",True,2.0,4.0,virtual,False,2.0,4.0,virtual,False,,19.0
501,10,8,,,,,,,,,,,,,,False,,,,,,,,,virtual,
502,10,9,,,,,,,,,,,,,,False,,,,,,,,,virtual,
503,10,10,,,,,,,,,,,,,,False,,,,,,,,,virtual,
504,10,11,,,,,,,,,,,,,,False,,,,,,,,,virtual,
505,10,12,,,,,,,,,,,,,,False,,,,,,,,,virtual,
77,11,1,2,False,False,False,True,8.0,2023-03-29 09:35:47.412331,fill_empty(blue),3.0,3 (P),Visual programming interface,0.0,fill_empty(blue),True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,8.0
78,11,2,21,False,True,False,False,10.0,2023-03-29 09:35:59.100931,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(d2),paint(blue),go(d1),paint(blue),go(c1),paint(blue),go(c2),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(f4),paint(yellow),go(e4),paint(yellow),go(d4),paint(yellow),go(d5),paint(yellow),go(d6),paint(yellow),go(c6),paint(yellow),go(c5),paint(yellow),go(c4),paint(yellow),go(b4),paint(yellow),go(a4),paint(yellow)",1.0,1 (G),Gesture-interface,6.0,"paint({blue},{f3,e3,d3,d2,d1,c1,c2,c3,b3,a3}),paint({yellow},{f4,e4,d4,d5,d6,c6,c5,c4,b4,a4})",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,4.0
80,11,3,44,False,True,False,False,29.0,2023-03-29 09:36:28.709644,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint(yellow),go(d5),paint({yellow},2,down),go(f4),paint({red},6,down),go(d2),paint({red},2,down),go(d6),paint({red},2,down)",1.0,1 (G),Gesture-interface,20.0,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint(yellow),go(d5),paint({yellow},2,down),go(f4),paint({red},6,down),go(d2),paint({red},2,down),go(d6),paint({red},2,down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
82,11,4,64,False,True,False,False,17.0,2023-03-29 09:36:47.113230,"go(f3),paint({blue},6,down),go(d6),paint({blue},2,down),go(d5),paint({red},2,down),go(d2),paint({red},2,down),go(d1),paint({yellow},2,down),go(f4),paint({yellow},6,down)",1.0,1 (G),Gesture-interface,13.0,"go(f3),paint({blue},6,down),go(d6),paint({blue},2,down),go(d5),paint({red},2,down),go(d2),paint({red},2,down),go(d1),paint({yellow},2,down),go(f4),paint({yellow},6,down)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,4.0
85,11,5,84,False,False,True,False,53.0,2023-03-29 09:37:40.648543,"go(c1),paint({yellow},6,down)",3.0,3 (P),Visual programming interface,49.0,"go(c1),paint({yellow},6,down)",True,0.0,0.0,virtual,False,0.0,0.0,virtual,False,,4.0
87,11,6,108,False,True,False,False,18.0,2023-03-29 09:38:04.063493,"go(d1),paint({blue},5,l right up),go(f4),paint(green),go(e4),paint(green),go(d4),paint(green),go(d6),paint(green),go(d5),paint(green),go(c1),paint({yellow},5,l right down),go(a4),paint({red},5,l up right)",1.0,1 (G),Gesture-interface,13.0,"go(d1),paint({blue},5,l right up),paint({green},{f4,e4,d4,d6}),go(d5),paint(green),go(c1),paint({yellow},5,l right down),go(a4),paint({red},5,l up right)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,5.0
91,11,7,129,True,True,False,False,81.0,2023-03-29 09:39:26.408327,"go(c1),paint({red},4,diagonal up right),go(a3),paint({red},4,diagonal up right),go(c3),paint({red},2,diagonal up right),go(d1),paint({yellow},6,zig-zag right down up),go(f3),paint(yellow),go(e4),paint(yellow),go(d3),paint(yellow),go(c4),paint(yellow),go(b4),paint(yellow),go(b3),paint(yellow),go(a4),paint(yellow),go(b4),paint(red)",0.0,0 (GF),Gesture interface + feedback,68.0,"paint({red},{c1,d2,e3,f4,a3,b4,c5,d6}),go(c3),paint({red},2,diagonal up right),go(d1),paint({yellow},6,zig-zag right down up),paint({yellow},{f3,e4,d3,c4,b4,b3,a4}),go(b4),paint(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,13.0
101,11,8,150,True,False,False,True,262.0,2023-03-29 09:43:49.518101,"go(c1),paint({red},6,zig-zag right up down),go(e3),paint(red),go(f4),paint(red),go(b4),paint(red),go(a3),paint(red),go(b3),paint(yellow),go(d1),paint(yellow),go(d3),paint(yellow),go(d5),paint(yellow),go(f3),paint(yellow),fill_empty(blue)",2.0,2 (PF),Visual programming interface + feedback,253.0,"go(c1),paint({red},6,zig-zag right up down),go(e3),paint(red),go(f4),paint(red),go(b4),paint(red),go(a3),paint(red),go(b3),paint(yellow),go(d1),paint(yellow),go(d3),paint(yellow),go(d5),paint(yellow),go(f3),paint(yellow),fill_empty(blue)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
105,11,9,165,True,True,False,False,41.0,2023-03-29 09:44:31.440641,"go(d1),paint(blue),go(d3),paint(blue),go(f3),paint(blue),go(b3),paint(blue),go(d5),paint(blue),go(f4),paint(green),go(d2),paint(green),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(a4),paint(yellow),go(e4),paint(yellow),go(e3),paint(red),go(c1),paint(red),go(c3),paint(red),go(a3),paint(red),go(c5),paint(red)",0.0,0 (GF),Gesture interface + feedback,35.0,"go(d1),paint(blue),go(d3),paint(blue),go(f3),paint(blue),go(b3),paint(blue),go(d5),paint(blue),go(f4),paint(green),go(d2),paint(green),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green),go(c2),paint(yellow),go(c4),paint(yellow),go(c6),paint(yellow),go(a4),paint(yellow),go(e4),paint(yellow),go(e3),paint(red),go(c1),paint(red),go(c3),paint(red),go(a3),paint(red),go(c5),paint(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,6.0
115,11,10,182,True,True,False,False,43.0,2023-03-29 09:45:15.238182,"go(c1),paint({blue},3,zig-zag right up down),go(b3),paint(blue),go(f3),paint(blue),go(e3),paint({yellow},2,down),go(a3),paint(yellow),fill_empty(yellow),go(c4),paint({blue},3,zig-zag right up down),go(b4),paint(blue),go(f4),paint(blue)",0.0,0 (GF),Gesture interface + feedback,33.0,"go(c1),paint({blue},3,zig-zag right up down),go(b3),paint(blue),go(f3),paint(blue),go(e3),paint({yellow},2,down),go(a3),paint(yellow),fill_empty(yellow),go(c4),paint({blue},3,zig-zag right up down),go(b4),paint(blue),go(f4),paint(blue)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
120,11,11,201,True,True,False,False,42.0,2023-03-29 09:45:57.290229,"go(f3),paint({blue},2,right),go(d2),paint(blue),go(d5),paint(blue),go(b3),paint({blue},2,right),go(c3),paint(yellow),go(c4),paint(yellow),go(a3),paint(yellow),go(a4),paint(yellow),go(a3),paint({yellow},2,right),go(a3),paint({yellow},2,right),go(c1),paint({red},2,right),go(d3),paint({red},2,right),go(c5),paint({red},2,right),go(d1),paint(green),go(e3),paint({green},2,right),go(d6),paint(green)",0.0,0 (GF),Gesture interface + feedback,36.0,"go(f3),paint({blue},2,right),go(d2),paint(blue),go(d5),paint(blue),go(b3),paint({blue},2,right),go(c3),paint(yellow),go(c4),paint(yellow),go(a3),paint(yellow),go(a4),paint(yellow),go(a3),paint({yellow},2,right),paint({red},{c1,c2,d3,d4,c5,c6}),go(d1),paint(green),go(e3),paint({green},2,right),go(d6),paint(green)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,6.0
121,11,12,212,True,True,False,False,35.0,2023-03-29 09:46:32.923089,"go(f3),paint(blue),go(c1),paint(blue),go(d3),paint(blue),go(c4),paint(blue),go(d5),paint(blue),go(c2),paint(red),go(e3),paint(red),go(a3),paint(red),go(b4),paint(red),go(d6),paint(red),go(d2),paint(green),go(c3),paint(green),go(d4),paint(green),go(f4),paint(green),go(c6),paint(green),go(d1),paint(yellow),go(b3),paint(yellow),go(a4),paint(yellow),go(e4),paint(yellow),go(c5),paint(yellow)",0.0,0 (GF),Gesture interface + feedback,32.0,"go(f3),paint(blue),go(c1),paint(blue),go(d3),paint(blue),go(c4),paint(blue),go(d5),paint(blue),go(c2),paint(red),go(e3),paint(red),go(a3),paint(red),go(b4),paint(red),go(d6),paint(red),go(d2),paint(green),go(c3),paint(green),go(d4),paint(green),go(f4),paint(green),go(c6),paint(green),go(d1),paint(yellow),go(b3),paint(yellow),go(a4),paint(yellow),go(e4),paint(yellow),go(c5),paint(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,3.0
122,12,1,2,False,False,False,True,10.0,2023-03-29 10:49:42.087945,fill_empty(blue),3.0,3 (P),Visual programming interface,0.0,fill_empty(blue),True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
128,12,2,15,True,False,False,True,64.0,2023-03-29 10:50:46.724468,"go(f3),paint({blue},:,down),go(d1),paint({blue},2,square down right up),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,52.0,"go(f3),paint({blue},:,down),go(d1),paint({blue},2,square down right up),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,12.0
134,12,3,40,True,False,False,True,65.0,2023-03-29 10:51:52.723898,"go(f3),paint({yellow},:,down),go(d1),paint({yellow},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",2.0,2 (PF),Visual programming interface + feedback,59.0,"go(f3),paint({yellow},:,down),go(d1),paint({yellow},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,6.0
139,12,4,69,True,False,False,True,92.0,2023-03-29 10:53:25.712231,"go(f3),paint({blue},:,down),go(d2),paint({red},2,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,88.0,"go(f3),paint({blue},:,down),go(d2),paint({red},2,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,4.0
517,12,5,,,,,,,,,,,,,,False,,,,,,,,,virtual,
165,12,6,101,True,False,False,True,80.0,2023-03-29 10:58:29.209627,"go(c1),paint({yellow},:,l right down),go(d1),paint({blue},2,l right up),go(f4),paint({green},:,l down right),fill_empty(red)",2.0,2 (PF),Visual programming interface + feedback,75.0,"go(c1),paint({yellow},:,l right down),go(d1),paint({blue},2,l right up),go(f4),paint({green},:,l down right),fill_empty(red)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,5.0
179,12,7,132,True,True,False,False,95.0,2023-03-29 11:00:05.354172,"go(f4),paint({red},6,zig-zag down left right),go(c5),paint({red},2,diagonal up right),go(d2),paint({red},2,diagonal down left),fill_empty(yellow)",0.0,0 (GF),Gesture interface + feedback,86.0,"go(f4),paint({red},6,zig-zag down left right),go(c5),paint({red},2,diagonal up right),go(d2),paint({red},2,diagonal down left),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
212,12,8,153,True,False,False,True,199.0,2023-03-29 11:03:24.840003,"go(a3),paint({red},:,zig-zag down right left),go(c6),paint(blue),go(c4),paint(blue),go(e4),paint(blue),go(a4),paint(blue),go(c2),paint(blue),go(c1),paint({red},:,zig-zag right up down),fill_empty(yellow)",2.0,2 (PF),Visual programming interface + feedback,192.0,"go(a3),paint({red},:,zig-zag down right left),go(c6),paint(blue),go(c4),paint(blue),go(e4),paint(blue),go(a4),paint(blue),go(c2),paint(blue),go(c1),paint({red},:,zig-zag right up down),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,7.0
222,12,9,165,True,True,False,False,140.0,2023-03-29 11:05:45.931041,"go(f3),paint(blue),go(d3),paint(blue),go(d1),paint(blue),go(d5),paint(blue),go(b3),paint(blue),go(c3),paint(red),go(c1),paint(red),go(c5),paint(red),go(a3),paint(red),go(e3),paint(red),go(d2),paint(green),go(c2),paint(yellow),go(c6),paint(yellow),go(c4),paint(yellow),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green),go(f4),paint(green),go(e4),paint(yellow),go(a4),paint(yellow)",0.0,0 (GF),Gesture interface + feedback,134.0,"go(f3),paint(blue),go(d3),paint(blue),go(d1),paint(blue),go(d5),paint(blue),go(b3),paint(blue),go(c3),paint(red),go(c1),paint(red),go(c5),paint(red),go(a3),paint(red),go(e3),paint(red),go(d2),paint(green),go(c2),paint(yellow),go(c6),paint(yellow),go(c4),paint(yellow),go(d4),paint(green),go(d6),paint(green),go(b4),paint(green),go(f4),paint(green),go(e4),paint(yellow),go(a4),paint(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,6.0
242,12,10,187,True,False,False,True,193.0,2023-03-29 11:08:59.975341,"go(e3),paint({yellow},:,square down right up),go(d1),paint({yellow},:,zig-zag left down up),go(a3),paint({yellow},2,right),fill_empty(blue),go(c4),paint(blue),go(d6),paint(yellow),go(c5),paint(yellow),go(d5),paint(blue),go(c6),paint(blue)",2.0,2 (PF),Visual programming interface + feedback,185.0,"go(e3),paint({yellow},:,square down right up),go(d1),paint({yellow},:,zig-zag left down up),go(a3),paint({yellow},2,right),fill_empty(blue),go(c4),paint(blue),go(d6),paint(yellow),go(c5),paint(yellow),go(d5),paint(blue),go(c6),paint(blue)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,8.0
250,12,11,204,True,False,False,True,151.0,2023-03-29 11:11:32.111344,"go(f3),paint({blue},:,right),go(e3),paint({green},2,right),go(d3),paint({red},2,right),go(c1),paint({red},2,right),go(c5),paint({red},2,right),go(a3),paint({yellow},2,right),go(b3),paint({blue},2,right),go(c3),paint({yellow},2,right),fill_empty(green)",2.0,2 (PF),Visual programming interface + feedback,132.0,"go(f3),paint({blue},:,right),go(e3),paint({green},2,right),go(d3),paint({red},2,right),go(c1),paint({red},2,right),go(c5),paint({red},2,right),go(a3),paint({yellow},2,right),go(b3),paint({blue},2,right),go(c3),paint({yellow},2,right),fill_empty(green)",True,18.0,20.0,virtual,False,18.0,20.0,virtual,False,,19.0
257,12,12,218,True,True,False,False,99.0,2023-03-29 11:13:12.770353,"go(c1),go(f4),paint(green),go(f3),paint(blue),go(e3),paint(red),go(e4),paint(yellow),go(d4),paint(green),go(d3),paint(blue),go(c4),paint(blue),go(d5),paint(blue),go(c1),paint(blue),go(c2),paint(red),go(d2),paint(green),go(d1),paint(yellow),go(c3),paint(green),go(c6),paint(green),go(c5),paint(yellow),go(d6),paint(red),go(b4),paint(red),go(a3),paint(red),go(b3),paint(yellow),go(a4),paint(yellow)",0.0,0 (GF),Gesture interface + feedback,90.0,"go(c1),go(f4),paint(green),go(f3),paint(blue),go(e3),paint(red),go(e4),paint(yellow),go(d4),paint(green),go(d3),paint(blue),go(c4),paint(blue),go(d5),paint(blue),go(c1),paint(blue),go(c2),paint(red),go(d2),paint(green),go(d1),paint(yellow),go(c3),paint(green),go(c6),paint(green),go(c5),paint(yellow),go(d6),paint(red),go(b4),paint(red),go(a3),paint(red),go(b3),paint(yellow),go(a4),paint(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
123,13,1,2,False,False,False,True,13.0,2023-03-29 10:49:53.564867,fill_empty(blue),3.0,3 (P),Visual programming interface,0.0,fill_empty(blue),True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,13.0
130,13,2,23,False,False,False,True,82.0,2023-03-29 10:51:26.498331,"go(c1),paint({blue},:,l right down),go(d1),paint({blue},:,l right up),fill_empty(yellow)",3.0,3 (P),Visual programming interface,73.0,"go(c1),paint({blue},:,l right down),go(d1),paint({blue},:,l right up),fill_empty(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
138,13,3,46,False,False,False,True,90.0,2023-03-29 10:53:05.340892,"go(f4),paint({},6,down),go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({red},2,down),fill_empty(yellow)",3.0,3 (P),Visual programming interface,81.0,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({red},2,down),fill_empty(yellow)",True,8.0,20.0,virtual,False,8.0,20.0,virtual,False,,9.0
518,13,4,,,,,,,,,,,,,,False,,,,,,,,,virtual,
519,13,5,,,,,,,,,,,,,,False,,,,,,,,,virtual,
177,13,6,111,False,False,False,True,107.0,2023-03-29 10:59:37.362129,"go(f4),paint({green},:,l down right),go(c6),paint({red},:,l left down),go(c1),paint({yellow},:,l right down),go(d1),paint({blue},:,l right up)",3.0,3 (P),Visual programming interface,98.0,"go(f4),paint({green},:,l down right),go(c6),paint({red},:,l left down),go(c1),paint({yellow},:,l right down),go(d1),paint({blue},:,l right up)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,9.0
203,13,7,135,False,False,False,True,161.0,2023-03-29 11:02:20.678009,"go(c1),paint({red},4,diagonal up right),go(c5),paint({yellow},3,diagonal up left),go(d6),paint(red),go(c3),paint({red},2,diagonal down right),go(a3),paint(red),fill_empty(yellow)",3.0,3 (P),Visual programming interface,153.0,"go(c1),paint({red},4,diagonal up right),go(c5),paint({yellow},3,diagonal up left),go(d6),paint(red),go(c3),paint({red},2,diagonal down right),go(a3),paint(red),fill_empty(yellow)",True,17.0,20.0,virtual,False,17.0,20.0,virtual,False,,8.0
217,13,8,154,True,False,False,True,143.0,2023-03-29 11:04:47.263556,"go(f3),paint(yellow),go(c1),paint({red},4,diagonal up right),go(d1),paint({yellow,red},:,right),go(f4),paint({red,blue},:,down),go(f3),paint({yellow,red},:,down),go(c1),paint({red,blue},:,right)",2.0,2 (PF),Visual programming interface + feedback,127.0,"go(f3),paint(yellow),go(c1),paint({red},4,diagonal up right),go(d1),paint({yellow,red},:,right),go(f4),paint({red,blue},:,down),go(f3),paint({yellow,red},:,down),go(c1),paint({red,blue},:,right)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,16.0
220,13,9,165,True,True,False,False,53.0,2023-03-29 11:05:42.202519,"go(f3),paint(blue),go(d3),paint(blue),go(d1),paint(blue),go(d5),paint(blue),go(b3),paint(blue),go(e3),paint(red),go(e3),paint(red),go(c1),paint(red),go(c3),paint(red),go(a3),paint(red),go(c5),paint(red),go(f4),paint(green),go(d4),paint(green),go(d2),paint(green),go(d6),paint(green),go(b4),paint(green),go(c2),paint(yellow),go(c6),paint(yellow),go(c4),paint(yellow),go(a4),paint(yellow),go(e4),paint(yellow)",0.0,0 (GF),Gesture interface + feedback,43.0,"go(f3),paint(blue),go(d3),paint(blue),go(d1),paint(blue),go(d5),paint(blue),go(b3),paint(blue),go(e3),paint(red),go(e3),paint(red),go(c1),paint(red),go(c3),paint(red),go(a3),paint(red),go(c5),paint(red),go(f4),paint(green),go(d4),paint(green),go(d2),paint(green),go(d6),paint(green),go(b4),paint(green),go(c2),paint(yellow),go(c6),paint(yellow),go(c4),paint(yellow),go(a4),paint(yellow),go(e4),paint(yellow)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,10.0
238,13,10,186,True,False,False,True,153.0,2023-03-29 11:08:16.361650,"go(e3),paint({yellow},2,square down right up),go(c3),paint({blue},2,square down right up),go(d1),paint({yellow,blue},2,square down right up),go(d5),paint({blue,yellow},2,square down right up),go(f3),paint({blue},2,right),go(a3),paint({yellow},2,right)",2.0,2 (PF),Visual programming interface + feedback,136.0,"go(e3),paint({yellow},2,square down right up),go(c3),paint({blue},2,square down right up),go(d1),paint({yellow,blue},2,square down right up),go(d5),paint({blue,yellow},2,square down right up),go(f3),paint({blue},2,right),go(a3),paint({yellow},2,right)",True,20.0,20.0,virtual,True,20.0,20.0,virtual,True,,17.0
